,BIS,gng_error,gng_rt,log_k,highway_distance,highway_score,highway_speed,highway_num_crash,IRL_speed_distance,IRL_overtaking,IRL_crash
28,0.4878048780487805,0.4158287289175033,0.4158287289175033,0.5515075826631372,0.5717994397196444,0.3240098236240984,0.34969669317361,0.30985915492957744,0.5066040387447089,0.331633882821699,0.6105472141587047
29,0.4634146341463415,0.6105243179091092,0.6105243179091092,0.30805799095924763,0.4645812113480747,0.5941026173093116,0.32432765428236815,0.18309859154929578,0.5336933937274045,0.04921551774198192,0.0
30,0.3902439024390244,0.4888105805797884,0.4888105805797884,0.47853850560928596,0.7075114698699342,0.5890412580402401,0.5936989289610277,0.4507042253521127,0.36006700151171556,0.25096407277070704,0.264463111930667
31,0.1951219512195122,0.6187890619877104,0.6187890619877104,0.5174624778320409,0.8545674422287547,0.40923044358030836,0.6513320168359041,0.5845070422535211,0.25624065670964535,0.0,0.4701679257710902
32,0.7804878048780488,0.3269144727042357,0.3269144727042357,0.7368314847154659,0.8321907050788188,0.3705886763883089,0.8542227615234717,0.795774647887324,0.7689347185662004,0.4426410533248746,0.325528714958092
33,0.7804878048780488,0.0,0.0,0.713217294358111,0.7278423699656225,0.4881455903204225,0.23095459776574598,0.15492957746478872,0.8107953494583635,0.38155302912645234,0.3052326454413634
34,0.6097560975609756,0.5250568395940337,0.5250568395940337,0.29157051095221637,0.38325743273252516,0.6279756643049401,0.4259471452668243,0.2605633802816901,0.05894859610828973,0.32130386595280674,0.1554711670736618
35,0.4146341463414634,0.3596248244748799,0.3596248244748799,0.4586876191793605,0.8275437752626373,0.5024427886853274,0.8040637043730181,0.6901408450704225,0.8906025058218374,0.601133350918461,0.8300776400227026
36,0.8536585365853658,0.8280886650624648,0.8280886650624648,0.40739651556502887,0.1175878851220241,0.12374606192961081,0.04799089814185843,0.14084507042253522,0.4850555138087975,0.689134163768931,0.21142166243887187
37,0.7317073170731707,0.5415878392723708,0.5415878392723708,0.47853850560928596,0.4624102001658216,0.6795675220842705,0.5042790236592589,0.34507042253521125,0.6874199317312435,0.4506307376946874,0.2010890304903155
38,0.5365853658536586,0.5168388562590723,0.5168388562590723,0.7203778030085829,0.41838407543089096,0.5986268522250274,0.45737538807272476,0.3380281690140845,0.2683932871673051,0.5092695733479456,0.19283554001575348
39,0.3902439024390244,0.5046339838968964,0.5046339838968964,0.6730720014895103,0.42697348555745646,1.0,0.522231885145257,0.2112676056338028,0.3493685928449174,0.08655930396896401,0.4732213905206715
40,0.6341463414634146,0.4413349211011961,0.4413349211011961,0.3933628205623211,0.3545568369664678,0.35748389986899143,0.14053838528308307,0.04929577464788732,1.0,0.43945841445489064,0.24856482747169478
41,0.3170731707317073,0.4812560850464379,0.4812560850464379,0.4059456084239542,0.8224243418923678,0.8018712221206681,0.8370691928346938,0.5352112676056338,0.3352485994401751,0.017151324024511572,0.47942796098642804
42,0.4878048780487805,0.4880263291002105,0.4880263291002105,0.4417984086240841,0.3142954259714133,0.2945798651068652,0.17456991357535748,0.18309859154929578,0.23558643747871227,0.5162407511367828,0.4137207045844499
43,0.5121951219512195,0.7225373102992072,0.7225373102992072,0.4489300676696637,0.5963978384907898,0.18622034258709463,0.2847357374163022,0.34507042253521125,0.8441042186267874,0.26285338265254055,0.8118155713311107
44,0.5853658536585366,0.547022309899062,0.547022309899062,0.584038986075227,0.7261224334438108,0.2464163226093585,0.8396041655202724,0.8309859154929577,0.6605334839973027,0.43032111011742924,0.4765649461686241
45,0.6829268292682927,0.6173858565926472,0.6173858565926472,0.45710767726184587,0.7583540821019287,0.12860557971891454,0.03926494225927332,0.16901408450704225,0.42189970066579585,0.7886028999992782,0.0
46,0.21951219512195122,0.6363432277283557,0.6363432277283557,0.7741908746416186,0.0,0.6674530630923626,0.34797449007701164,0.13380281690140844,0.30137889127289275,0.35687741164264736,0.1912572080151861
