,BIS,gng_error,gng_rt,log_k,highway_distance,highway_score,highway_speed,highway_num_crash,IRL_speed_distance,IRL_overtaking,IRL_crash
0,0.7804878048780488,0.4935124061790075,0.4935124061790075,0.7361796028957576,0.8449843427557132,0.6776042833967473,1.0,0.6619718309859155,0.5345205556196749,0.09847700720016356,0.5293955146057447
1,1.0,0.6686033574819199,0.6686033574819199,0.335565399795351,0.9414605466992167,0.04778335431728765,0.42356789749642254,0.7746478873239436,0.7732349527987278,0.6723213842134586,0.1838095736182519
2,0.3902439024390244,0.1376105421853252,0.1376105421853252,0.4056950906052503,0.8284460147758603,0.2544949702337554,0.8890334786534065,0.9366197183098591,0.7976705947158196,0.42441590894464276,0.0
3,0.24390243902439024,0.23133897071808698,0.23133897071808698,0.7773585113197968,0.794837589794102,0.4253971823495562,0.6199076121845765,0.5492957746478874,0.3669193597038846,0.5857899278365447,0.4836713595493297
4,0.34146341463414637,0.5621136096028352,0.5621136096028352,0.5156427955687194,0.5555049876132225,0.8619395113065312,0.4228801638164119,0.176056338028169,0.17345214654598032,0.21166028320381602,0.43067439462123186
5,0.21951219512195122,0.519895897135553,0.519895897135553,0.7362564003853076,0.444041939583241,0.49428249970520777,0.1899020059895999,0.11267605633802817,0.5166696366648046,0.001956851695524049,0.37150218126404677
6,0.4634146341463415,0.38630301812961415,0.38630301812961415,0.38190630014386245,1.0,0.448283947389397,0.26253867568011363,0.2112676056338028,0.31054128120808516,0.4351065410135336,0.47609132126383463
7,0.5365853658536586,0.6383999620585991,0.6383999620585991,0.4025151921223537,0.34852646074965266,0.24744185270164534,0.36774208983368084,0.4014084507042254,0.3675097568418764,0.08729415469931484,0.31481097476972375
8,0.3902439024390244,0.28176110332416365,0.28176110332416365,0.44181200869523857,0.13947413670192244,0.26317891106542424,0.09235371360047757,0.06338028169014084,0.2624187431378086,0.3948656602471709,0.47838708629616017
9,0.4146341463414634,0.4663755422842006,0.4663755422842006,0.7737911238174808,0.39730782193873604,0.4345885482809232,0.1252450035720197,0.04929577464788732,0.7219266951673319,0.48524646881338457,0.29088608797847104
10,0.36585365853658536,0.5739350711387712,0.5739350711387712,0.38476720443287965,0.9213394606853953,0.12986853176609633,0.22027679349899568,0.2887323943661972,0.7115804422704475,0.15076762007368635,1.0
11,0.3170731707317073,0.3672778106387022,0.3672778106387022,0.6331044612772178,0.5586800014676744,0.5360375545861449,0.31654971456161013,0.19014084507042253,0.11714078146418003,0.3737595370074216,0.26228773511736153
12,0.4878048780487805,0.6497636993640015,0.6497636993640015,0.7552491145454837,0.788908700557605,0.5560244509789732,0.39856236802230693,0.2887323943661972,0.3162257729137225,0.4311266813323032,0.5138905213254267
13,0.34146341463414637,0.10879318117539742,0.10879318117539742,0.3672343968865526,0.9453822956433819,0.4125963754608003,0.34957258077224973,0.30985915492957744,0.1327966172707004,0.5785604972373625,0.7959284500043269
14,0.7804878048780488,0.5928673015442557,0.5928673015442557,0.48499199936845633,0.2822207654180156,0.22920489923713547,0.2706658523345981,0.36619718309859156,0.4900215982786846,0.752216249952013,0.18171087055847931
15,0.4878048780487805,0.6266766912842809,0.6266766912842809,0.5934818687714876,0.2884260514096963,0.3367647965112682,0.14632494128698148,0.1267605633802817,0.46286145912647136,0.09509306094226352,0.45559824441404084
16,0.0,0.4273034754928901,0.4273034754928901,0.47926964096956076,0.15016596476689598,0.5052542914620404,0.14451152497227907,0.02112676056338028,0.33344443353876474,0.11677499477383105,0.2970630304460284
17,0.36585365853658536,0.39666463428422355,0.39666463428422355,0.7225551532747423,0.4744156204057868,0.39070397088254905,0.40907713231297566,0.30985915492957744,0.23324499491574935,0.30896668514644954,0.32399446201872983
18,0.4634146341463415,0.7163639922232823,0.7163639922232823,0.4656209238916685,0.7021890670776554,0.17399651445822953,0.39252637893228437,0.5070422535211268,0.5946999034055315,0.428805341096493,0.6494739897165103
19,0.5121951219512195,0.08805893627087338,0.08805893627087338,0.0,0.5405606743620333,0.49771488715121864,0.4007690511136172,0.30985915492957744,0.6057874074713938,0.549230467723787,0.42853693671426346
20,0.6341463414634146,0.5025705684664709,0.5025705684664709,0.7368314847154659,0.6683272486856842,0.2525423819960054,0.8905294011440258,0.8802816901408451,0.8540403225265953,0.4648036217569388,0.6805236290709712
21,0.6585365853658537,0.40294878025840525,0.40294878025840525,0.4054624616449211,0.023822276989547878,0.2151904369755437,0.021809040374570716,0.0,0.42591052683598907,1.0,0.5438827644590556
22,0.6097560975609756,0.8743306729669951,0.8743306729669951,0.5789406131599784,0.8487117002032697,0.09256692928950154,0.9553659297537472,1.0,0.9030379286490251,0.499621901065459,0.1596339147414584
23,0.6341463414634146,0.38898238271089475,0.38898238271089475,0.7252128277216775,0.4817650814596839,0.141038982592303,0.37123743861025693,0.47183098591549294,0.30914385047123133,0.3311858073604279,0.15860731550287133
24,0.43902439024390244,0.7188050871058608,0.7188050871058608,0.39491233659880604,0.57784458860076,0.5550822248979925,0.5356455891944961,0.39436619718309857,0.0,0.39480318380681784,0.5097743392151745
25,0.5609756097560976,0.07357022596706153,0.07357022596706153,0.48022017207375717,0.5640077353144322,0.344114370661039,0.12886851254523948,0.09154929577464789,0.41117606135541146,0.4434921429436808,0.324148744769709
26,0.8292682926829268,1.0,1.0,1.0,0.5290532790332364,0.09373337751347673,0.0,0.07746478873239436,0.42274737032872867,0.6842951302131435,0.029096919075694287
27,0.926829268292683,0.16805823395247033,0.16805823395247033,0.5169431864815115,0.6251047526179712,0.0,0.02481479527041638,0.19014084507042253,0.8121085743317717,0.6056738882289889,0.0
